892,"Of Human Bondage",215,"Full-length","Century Media",2002-02-25
893,"Restless & Dead",218,"Full-length","Necropolis Records",1998-10-02
894,"Bloodthirst",186,"Full-length","Metal Blade Records",1999-10-18
895,"Witchburner",218,"EP","Necropolis Records",1999-03-29
896,"Dead, Hot and Ready",218,"Full-length","Necropolis Records",1999-10-22
897,"Gallery of Suicide",186,"Full-length","Metal Blade Records",1998-04-20
898,"Symphony for the Devil",218,"Full-length","Necropolis Records",2001-09-24
899,"The Antichrist",155,"Full-length","Nuclear Blast",2001-09-15
900,"Gore Obsessed",186,"Full-length","Metal Blade Records",2002-02-25
901,"Jubileum Volume III",184,"Compilation","Black Mark Production",1998-08-00
902,"Destroyer of Worlds",184,"Full-length","Black Mark Production",2001-10-09
903,"Brass Knuckle Abortion",222,"EP","United Guttural Records",2000-04-29
904,"If Emotions Still Burn",224,"Full-length","No Fashion Records",1996-06-10
905,"Attack of the Killer B's",169,"EP","Island Records",1991-06-25
906,"The Plague",224,"Full-length","No Fashion Records",1998-03-09
907,"Anger, Hate and Fury",224,"Full-length","No Fashion Records",2002-11-04
908,"Persistence of Time",169,"Full-length","Island Records",1990-08-21
909,"Eld",104,"Full-length","Osmose Productions",1997-03-21
910,"Penikufesin",169,"EP","Island Records",1989-07-26
912,"No World Order!",221,"Full-length","Metal-Is Records",2001-09-10
913,"State of Euphoria",169,"Full-length","Island Records",1988-09-20
914,"I'm the Man",169,"EP","Island Records",1987-00-00
916,"De Profundis",145,"Full-length","Croon Records",1995-00-00
917,"Icon",191,"Full-length","Music for Nations",1993-09-23
918,"Hedniskhjärtad",227,"EP","Napalm Records",1998-07-06
919,"Draconian Times",191,"Full-length","Music for Nations",1995-06-12
920,"In Their Darkened Shrines",139,"Full-length","Relapse Records",2002-08-20
921,"Till Fjälls",227,"Full-length","Napalm Records",1998-12-08
922,"Ödemarkens Son",227,"Full-length","Napalm Records",1999-11-16
923,"Kick 'em When They're Down",228,"EP","Enigma Records",1985-00-00
924,"The Wayward Sons of Mother Earth",58,"Full-length","Noise Records",1991-10-17
925,"All Hail to Thee",228,"EP","Enigma Records",1984-00-00
926,"Cosmic Genesis",227,"Full-length","Napalm Records",2000-11-03
927,"II",216,"Full-length","Bluelight",1992-02-20
928,"Motörhead",203,"Full-length","Chiswick",1977-09-24
929,"Act of God",228,"Full-length","Roadracer Records",1988-04-01
930,"Prince of the Poverty Line",58,"Full-length","Noise Records",1994-03-22
931,"The Silent Whales of Lunar Sea",58,"Full-length","Noise Records",1995-03-24
932,"Dreamspace",216,"Full-length","Noise Records",1994-00-00
933,"Oui Avant-Garde Á Chance",58,"Full-length","Massacre Records",1996-11-04
934,"Fourth Dimension",216,"Full-length","Noise Records",1995-00-00
935,"The Answer Machine?",58,"Full-length","Massacre Records",1997-09-01
936,"Overkill",203,"Full-length","Bronze Records",1979-03-24
937,"Bomber",203,"Full-length","Bronze Records",1979-10-27
938,"Folkémon",58,"Full-length","Nuclear Blast",2000-10-23
939,"Ace of Spades",203,"Full-length","Bronze Records",1980-11-08
940,"No Sleep 'til Hammersmith",203,"Live album","Bronze Records",1981-06-01
941,"Formulas Fatal to the Flesh",68,"Full-length","Earache",1998-02-24
942,"Iron Fist",203,"Full-length","Bronze Records",1982-04-17
943,"Another Perfect Day",203,"Full-length","Bronze Records",1983-06-04
944,"No Remorse",203,"Compilation","Roadrunner Records",1984-09-15
945,"Orgasmatron",203,"Full-length","GWR Records",1986-08-09
946,"Rock 'n' Roll",203,"Full-length","GWR Records",1987-09-05
947,"Nö Sleep at All",203,"Live album","GWR Records",1988-10-15
948,"1916",203,"Full-length","Epic Records",1991-02-26
949,"Overnight Sensation",203,"Full-length","CMC International Records ‎",1996-10-15
950,"March ör Die",203,"Full-length","Epic Records",1992-08-14
951,"We Are Motörhead",203,"Full-length","SPV GmbH",2000-05-15
952,"Bastards",203,"Full-length","Zyx Music",1993-11-29
953,"Snake Bite Love",203,"Full-length","CMC International Records ‎",1998-03-03
954,"Hammered",203,"Full-length","Steamhammer",2002-04-09
955,"Harmony Corruption",219,"Full-length","Earache",1990-07-01
956,"Dreams like Deserts",209,"EP","Hot Records",1995-00-00
957,"Black Thrash Attack",209,"Full-length","Malicious Records",1996-00-00
958,"Deep Tracts of Hell",209,"Full-length","Hammerheart Records",1998-00-00
959,"Increased Damnation",209,"Compilation","Hammerheart Records",2001-00-00
960,"Breeding Death",233,"EP","Century Media",2000-02-08
961,"Scum",219,"Full-length","N/A",1987-07-01
962,"Five Across the Eyes",211,"Full-length","Mighty Music",1999-11-08
963,"Enemy of the Music Business",219,"Full-length","Dream Catcher Records",2000-09-25
964,"Sonic Excess in Its Purest Form",235,"Full-length","Spitfire Records",2001-08-21
965,"Sludge: History of Crowbar",235,"Compilation","Spitfire Records",2000-10-03
966,"Equilibrium",235,"Full-length","Spitfire Records",2000-03-07
967,"Odd Fellows Rest",235,"Full-length","Mayhem Records",1998-07-06
968,"Grime",211,"Full-length","Mighty Music",2001-00-00
969,"Broken Glass",235,"Full-length","Pavement Music",1996-09-07
970,"The Hidden Lore",211,"EP","Mighty Music",1998-00-00
971,"Time Heals Nothing",235,"Full-length","Pavement Music",1995-05-23
972,"...for Victory",234,"Full-length","Earache",1994-11-24
973,"The Sun of Tiphareth",41,"Full-length","Osmose Productions",1995-03-01
974,"In Battle There Is No Law!",234,"Full-length","Vinyl Solution",1988-06-12
975,"The Third Storm of Cythraul",41,"Full-length","Osmose Productions",1997-01-27
976,"Realm of Chaos (Slaves to Darkness)",234,"Full-length","Earache",1989-10-28
977,"War Master",234,"Full-length","Earache",1991-07-01
978,"The Peel Sessions 1988-90",234,"Compilation","Strange Fruit",1991-10-26
979,"The IVth Crusade",234,"Full-length","Earache",1992-09-02
980,"The Forbidden",204,"Demo","N/A",2000-08-31
981,"Stabwound Intercourse",212,"EP","Pulverizer Records",1998-03-00
982,"Power of Inner Strength",154,"Full-length","SPV GmbH",1995-03-07
983,"Monumental in Its Sorrow",237,"Full-length","Mordgrimm",1999-02-02
984,"Perceptive Deception",239,"Full-length","Unique Leader Records",2001-07-01
985,"Mercenary",234,"Full-length","Metal Blade Records",1998-11-09
986,"Malleus Maleficarum",238,"Full-length","Roadrunner Records",1988-09-00
987,"Who Dares Wins",234,"Compilation","Earache",1998-09-14
988,"Live + 1",235,"EP","Pavement Music",1994-03-29
989,"Crowbar",235,"Full-length","Pavement Music",1993-10-12
990,"Misanthropic Carnage",240,"Full-length","Hammerheart Records",2002-09-23
991,"Obedience Thru Suffering",235,"Full-length","Pavement Music",1991-09-26
992,"Butchery of the Soul",240,"EP","Hammerheart Records",2002-03-09
993,"Feasting on Blood",240,"Full-length","Hammerheart Records",2000-10-09
994,"Festival of Death",241,"Full-length","Unmatched Brutality Records",2001-09-00
995,"Instruments of Torture",241,"Full-length","N/A",2000-03-00
996,"Песни Мёртвых",208,"Full-length","Flam Records",1996-00-00
997,"No More Tears",195,"Full-length","Epic Records",1991-10-19
998,"Ravendusk in My Heart",236,"Full-length","Adipocere Records",1996-12-00
999,"Live II",208,"Live album","Flam Records",1997-06-00
1000,"Лабиринт",208,"Full-length","CD-Land Records",1999-09-10
1001,"Ozzmosis",195,"Full-length","Epic Sony",1995-10-24
1002,"The Christhunt",242,"Full-length","Shark Records",1992-00-00
1003,"The Grand Grimoire",242,"Full-length","Metal Blade Records",1997-01-20
1004,"Incarnation of Evil",244,"Full-length","Undercover Records",2001-00-00
1005,"Bloody Blasphemy",242,"Full-length","Metal Blade Records",1999-00-00
1006,"Down to Earth",195,"Full-length","Epic Sony",2001-10-16
1007,"Blasphemic Assault",244,"Full-length","Undercover Records",1998-00-00
1008,"Penetrations from the Lost World",243,"EP","War Music",1997-00-00
1009,"The Ancient Ones",242,"Compilation","Cold Blood Industries",2000-00-00
1010,"Silent Night Fever",243,"Full-length","Regain Records",2002-05-14
1011,"Ravenous",242,"Full-length","Metal Blade Records",2001-04-24
1012,"Consuming Impulse",238,"Full-length","R/C Records",1989-12-25
1013,"Stronger Than Death",245,"Full-length","Spitfire Records",2000-04-18
1014,"Osculum Obscenum",96,"Full-length","Nuclear Blast",1993-10-12
1015,"Testimony of the Ancients",238,"Full-length","R/C Records",1991-09-06
1016,"Penetralia",96,"Full-length","Nuclear Blast",1992-10-05
1017,"Spheres",238,"Full-length","Roadrunner Records",1993-05-03
1018,"The Fourth Dimension",96,"Full-length","Nuclear Blast",1994-10-25
1019,"1919 ✮ Eternal",245,"Full-length","Spitfire Records",2002-03-05
1020,"Abducted",96,"Full-length","Nuclear Blast",1996-02-13
1021,"The Final Chapter",96,"Full-length","Nuclear Blast",1997-11-11
1022,"Alcohol Fueled Brewtality",245,"Live album","Spitfire Records",2001-05-08
1023,"Hypocrisy Destroys Wacken",96,"Live album","Nuclear Blast",1999-03-09
1024,"Sonic Brew",245,"Full-length","Spitfire Records",1999-05-04
1025,"Into the Abyss",96,"Full-length","Nuclear Blast",2000-08-22
1027,"10 Years of Chaos and Confusion",96,"Compilation","Nuclear Blast",2001-08-03
1028,"Catch 22",96,"Full-length","Nuclear Blast",2002-03-19
1029,"Please... Die!",247,"Full-length","Century Media",2001-01-22
1030,"Who's Gonna Burn",247,"Full-length","Relapse Records",1998-09-22
1031,"The First Damned",114,"Compilation","Metal Mind Productions",2000-00-00
1032,"Firedemon",247,"Full-length","Century Media",2000-11-14
1033,"Honour - Valour - Pride",234,"Full-length","Metal Blade Records",2001-11-14
1034,"Holy Target",251,"Full-length","Nuclear Blast",1998-00-00
1035,"Feel the Fire",168,"Full-length","Megaforce Records",1985-04-15
1036,"Not Dead Yet",251,"Full-length","Nuclear Blast",2000-00-00
1037,"Nespithe",250,"Full-length","Necropolis Records",1993-02-08
1038,"I Hear Black",168,"Full-length","Atlantic Records",1993-03-09
1039,"The Ten Commandments",175,"Full-length","R/C Records",1991-04-24
1040,"Retribution",175,"Full-length","R/C Records",1992-04-01
1041,"Stillborn",175,"Full-length","Roadrunner Records",1993-10-26
1042,"Eternal",175,"Full-length","Pavement Music",1995-05-23
1043,"Imagika",253,"Full-length","Headless Corpse",1995-00-00
1044,"Joe Black",175,"Compilation","Pavement Music",1996-10-09
1045,"In Cold Blood",175,"Full-length","Pavement Music",1997-06-24
1046,"Worship",253,"Full-length","Headless Corpse",1998-00-00
1047,"Manifestation",175,"Compilation","Pavement Music",2000-02-07
1048,"And So It Burns",253,"Full-length","World War III",2001-00-00
1049,"Envenomed",175,"Full-length","Arctic Music Group",2000-10-17
1050,"Eye for an Eye",246,"Full-length","No Core",1984-05-00
1051,"Orthodox",258,"Full-length","Morbid Records",1998-03-00
1052,"Cool Mortification",258,"Full-length","Monitor Records",1993-09-00
1053,"Animosity",246,"Full-length","Metal Blade Records",1985-10-25
1055,"Technocracy",246,"EP","Metal Blade Records",1987-04-24
1056,"One Second",191,"Full-length","Music for Nations",1997-07-14
1057,"Sventevith (Storming Near the Baltic)",263,"Full-length","Pagan Records",1995-04-00
1058,"Uwer ter Ere",262,"Demo","Kaladruna",2002-03-17
1059,"Grom",263,"Full-length","Solistitium Records",1996-01-02
1060,"Pandemonic Incantations",263,"Full-length","Solistitium Records",1998-03-02
1061,"Satanica",263,"Full-length","Avantgarde Music",1999-10-25
1062,"Thelema.6",263,"Full-length","Avantgarde Music",2000-11-27
1063,"Fatal Portrait",255,"Full-length","Roadrunner Records",1986-02-17
1064,"Changes",265,"Full-length","Lethal Records",1992-10-05
1065,"Lunasphere",42,"Full-length","Shock Australia",1995-05-28
1066,"Accept",254,"EP","Auburn Records",1999-09-00
1067,"Jar of Kingdom",42,"Full-length","Lethal Records",1993-10-00
1068,"""Them""",255,"Full-length","Roadracer Records",1988-06-01
1070,"Spiritech",42,"Full-length","Shock Australia",1997-06-30
1071,"Get Tough!",254,"Full-length","Auburn Records",1987-05-00
1072,"Conspiracy",255,"Full-length","Roadracer Records",1989-08-21
1073,"Eve of the War",42,"EP","Shock Australia",1998-11-00
1074,"Demon Worship",266,"Demo","N/A",1999-00-00
1075,"...and the Dead Shall Rise",257,"Full-length","Iron Works",1986-00-00
1077,"Hypertrace",267,"Full-length","Noise Records",1988-00-00
1078,"Boiled in Goat Blood",266,"Full-length","Unsung Heroes Records",2001-00-00
1079,"Wings of Destiny",196,"Full-length","Metal Warriors",1997-00-00
1080,"Goat of a Thousand Young",270,"Demo","N/A",1992-04-12
1081,"Triumph of the Hordes",270,"Demo","Pagan Records",1994-12-13
1082,"A Witness to the Regicide",270,"EP","Wood-Nymph",1996-00-00
1083,"Mocking the Philanthropist",270,"Full-length","Wood-Nymph",1997-00-00
1085,"Judeobeast Assassination",270,"Full-length","Drakkar Productions",2001-00-00
1086,"Heresy",271,"Full-length","R/C Records",1989-02-01
1087,"Breaking the Chains",196,"Full-length","Nuclear Blast",1999-11-01
1088,"Мания величия",272,"Full-length","N/A",1985-10-31
1089,"С кем ты?",272,"Full-length","N/A",1986-11-10
1090,"Герой асфальта",272,"Full-length","N/A",1987-00-00
1091,"The Headless Horseman",196,"Full-length","Nuclear Blast",2002-03-11
1092,"Игра с огнём",272,"Full-length","N/A",1989-00-00
1093,"Mechanikill",273,"Full-length","MindtGash",1996-00-00
1094,"Кровь за кровь",272,"Full-length","Sintez Records",1991-11-03
1095,"The Phantom Lodge",236,"Full-length","Adipocere Records",1997-00-00
1096,"Ночь короче дня",272,"Full-length","Moroz Records",1995-09-11
1097,"Nightwork",236,"Full-length","Avantgarde Music",1998-09-21
1098,"Сделано в России",272,"Live album","Moroz Records",1996-11-07
1099,"Vikingligr Veldi",104,"Full-length","Deathlike Silence",1994-02-22
1100,"Frost",104,"Full-length","Osmose Productions",1994-08-04
1101,"Eternity",166,"Full-length","Noise Records",1995-08-00
1102,"Dominion",166,"Full-length","Noise Records",1997-00-00
1103,"Siége Perilous",166,"Full-length","Noise Records",1998-07-28
1104,"In Mourning",278,"Full-length","MetalAgen",1995-00-00
1105,"In Peace..?",278,"Full-length","Matek",1998-00-00
1106,"The Fourth Legacy",166,"Full-length","Noise Records",1999-00-00
1108,"The Expedition",166,"Live album","Noise Records",2000-10-10
1109,"Terminal Earth",267,"Full-length","Noise Records",1989-00-00
1110,"Embrace the World",2592,"Full-length","Power Records",1999-03-00
1111,"Karma",166,"Full-length","Noise Records",2001-07-10
1112,"Mental Reservation",267,"Full-length","Massacre Records",1995-00-00
1113,"From Beyond",281,"Full-length","Earache",1991-07-01
1114,"Report of Exploitation",282,"Full-length","Dynamo Brazilie",1993-00-00
1115,"Ball of the Damned",267,"Full-length","Massacre Records",1996-00-00
1116,"Black Heavy Metal",261,"Full-length","Gutter Records",2001-10-15
1117,"Absolute Purity",283,"Full-length","Hammerheart Records",2001-06-19
1118,"Scantropolis",267,"Full-length","Massacre Records",2002-00-00
1119,"Burn to My Touch",284,"Full-length","Metal Blade Records",1987-03-00
1120,"Freedom's Rise",284,"Full-length","Black Dragon Records",1985-03-12
1121,"Master Control",284,"Full-length","Metal Blade Records",1988-08-19
1122,"Legion",148,"Full-length","R/C Records",1992-03-01
1123,"Devilmusick",261,"Full-length","Spinefarm Records",1998-00-00
1124,"Deicide",148,"Full-length","R/C Records",1990-06-24
1125,"Rise Above",290,"Full-length","Massacre Records",1999-00-00
